reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e0c081da-153c-431b-8c3e-474089657f44,Yupis Balap,https://play-lh.googleusercontent.com/a/ACg8ocKqJeZ1NXh1pzO8QeLR05uB_OmjO1SPdkMKMe1Sl8zU9ySEyw=mo,di perbarui lagi kontak yang sudah di sv gak sampek 1 hari gal ke sv lagi,5,0,2.25.37.76,2026-01-14 07:35:35,,,2.25.37.76
408fa7ed-8cfe-47b4-bf15-4aeb4d434c71,Apip udin,https://play-lh.googleusercontent.com/a-/ALV-UjXxtB2_6TqtFuydJj1TQPBX8Os1wk6Uxj-AYnpabc1Je-x9yss,"kenapa yaah aku kgaa bisa ganti nama pas habis ketik huruf pertama kalinya terus pas huruf ke dua pasti huruf yang pertama ilang tolol dong di perbaiki wa yang lain pada bisa, 2 akun masalah nyaa sama.",5,0,2.25.37.76,2026-01-14 07:33:53,,,2.25.37.76
fad20a5c-6995-42cd-a37b-24d83dc477b6,Boday 1979,https://play-lh.googleusercontent.com/a-/ALV-UjXfoT94zNbxGoC97TLKL5QXZaGdTakEhSXsJDsiuF2GtkxOv4wZ,sangat membantu bisnis saya,5,0,2.25.18.80,2026-01-14 07:33:45,,,2.25.18.80
fca0d362-860a-44b5-a179-067762783cca,Hasyifa Khiftia,https://play-lh.googleusercontent.com/a/ACg8ocLeguQdwjWiXdqK76-c_T9y5XPW5T0Y6Vx30_6jXYwp-yEv3g=mo,pas udh mau di updatemlh gbsa anj,1,0,2.25.30.73,2026-01-14 07:33:27,,,2.25.30.73
6456dc53-e0c7-4fb6-bdba-d21fd0ed73b0,Satria Listyani,https://play-lh.googleusercontent.com/a-/ALV-UjXrQkF45t4CR9koYVAIaAdBcmvzGw0nneLiYX1InqWHnVQhE3Y,hp ku samsung s24fe entah wa yg aneh atau hpnya yg kurang bagus kameranya tiap upload fto atau vdeo distori wa slalu ngblur gak jernih pdhl setingn udh HD dan hsl vdeo mnggunakan UHD atau FHD gmn solusinya wa...tlong ksh sy masukan,5,0,2.25.37.76,2026-01-14 07:32:42,,,2.25.37.76
d698c9bc-fe21-4d3e-bd07-bf0033ee237e,Yunii Maharanii,https://play-lh.googleusercontent.com/a/ACg8ocLN5Q7dbSBdFokcoYb-aA4WGrPES0v7lbuhfU5WC-e0lKveRQ=mo,"aplikasinya makin jelek. saya tidak berbuat tindakan aneh"" malah akun saya 2'2 nya kena blokir. entah faktor hp saya atau memang ada yg sengaja melaporkan akun saya.",1,0,2.25.37.76,2026-01-14 07:32:01,,,2.25.37.76
0db900eb-1c14-4c65-989a-6ca4bb5c219b,Barockah Zxr,https://play-lh.googleusercontent.com/a/ACg8ocIvnRaMIyxXGETmXbvKSKhFMD6h7vhqurAJm6ukqV3k2k53DQ=mo,bagus,5,0,2.25.37.76,2026-01-14 07:29:29,,,2.25.37.76
7a31105c-8c2c-40ea-ae8a-3732f5e3ded2,Hery Suharyono (Sahaaing),https://play-lh.googleusercontent.com/a/ACg8ocKDutnTDUSDFrqswZgJCCgvH_PFnEgkCWbNLRM0ibHpGhR8vw=mo,Bagus namun teknologi maju orang nya maju sehingga terjadilah persaingan aapun bentuk aplikasi semua cari duit atau bisnis semua menjanjikan terbaik termasuk pihak ketiga intinya bila sdh masuk jangan terpengaruh rayuan termasuk dari aplikasi itu sendiri musuh dlm selimut itu yg ada,5,0,2.25.37.76,2026-01-14 07:28:54,,,2.25.37.76
e764b7bd-e5cb-411d-9e02-7df014d17a85,Asep Tarmedi,https://play-lh.googleusercontent.com/a/ACg8ocJVvg8-UwbEMp_3zLzXZ_H6qyEILpZaaZSV9qRPMxbRHr6aXog=mo,membantu dalam percakapan atau obrolan,5,0,2.25.37.76,2026-01-14 07:27:12,,,2.25.37.76
1ea5f804-31bd-4229-9723-4151aaa7a59b,R Gabut 13,https://play-lh.googleusercontent.com/a-/ALV-UjVBuhJ3_pW7LFuU-UhcnyDj1rfaY9o-QuwiV0CmeFwJs1H3kTY,lag wae ah,5,0,2.25.29.75,2026-01-14 07:26:52,,,2.25.29.75
6de688e3-fc6c-4d24-991f-67abd91a420f,Aqila Mufia,https://play-lh.googleusercontent.com/a/ACg8ocJcDQ8zmBpFOgkv6hgfF1K5Mi6Sp_37AhTHwqjoEeOUxBjWJg=mo,bagus,5,0,2.25.37.76,2026-01-14 07:26:23,,,2.25.37.76
57ae96ed-b2e3-4751-8ed8-948740a797b5,Sam Aji Sadiwo,https://play-lh.googleusercontent.com/a-/ALV-UjXfdjwUPUUbVXR9TIDklQvykmmxS3DUyQ7vCvdvgqsa9jkRLL7J,hide notification for lock message is suck!,1,0,2.25.37.76,2026-01-14 07:25:37,,,2.25.37.76
4683600d-fb9e-4575-8a0d-cdb5b4d8b3e9,Aswin,https://play-lh.googleusercontent.com/a/ACg8ocJ5UucOltMfQa8XduMRj5zjzFcMM0veljVF65Cst2dvTXUA5A=mo,gajelas tiba tiba di blokir,1,0,2.25.37.76,2026-01-14 07:25:29,,,2.25.37.76
4910fdce-0a78-4914-9b5d-4efcd1ac2e3e,Neni Triana,https://play-lh.googleusercontent.com/a/ACg8ocL7C0M4xxrNEGU7TTj_EBl4GcU5MYBsDUs8XlsZ9bMQLF4KuA=mo,Bagus,3,0,2.25.37.76,2026-01-14 07:22:54,,,2.25.37.76
97acf0ad-d6ec-44b2-898c-43dc7b3e5a2b,Linda Wulandari,https://play-lh.googleusercontent.com/a/ACg8ocK4NcK3lC4nAyPkMBAS2BvWqXDucKVno2jfvRzvXJSYLUiudQ=mo,sangat membantu sekali...,5,0,,2026-01-14 07:22:15,,,
f33334fa-dc7e-4173-ae6a-428a09f75141,Fahmi Ahza,https://play-lh.googleusercontent.com/a-/ALV-UjWaQm1GIp46jUkWBUk51WN6gSLqxNhVGZFrUKMtjUdf1u3GGViL,"Bagus sekali aplikasi ini, tetapi kurang fitur yg menarik",4,0,2.25.37.76,2026-01-14 07:20:35,,,2.25.37.76
0aee68c3-afa5-492e-bafe-f5171906e29d,mega maharani,https://play-lh.googleusercontent.com/a-/ALV-UjWmwHkqNL4c3S57YSVTn1JqXc4_tjtgL7Hi7z2FhXKGNkZY6nt1Zw,semenjak ada aplikasi Whatsap ini semua apapun bisa di lakukan...berhubungan dengan sesama jarak jauh pun mudah...good lah buat Whatsap...,5,0,2.25.37.76,2026-01-14 07:20:14,,,2.25.37.76
2c812214-79ff-4fb1-8098-f11d37a24e56,Liquid Roso,https://play-lh.googleusercontent.com/a/ACg8ocLQ3LpBDMjEGhiLLa2F_9ud9UQT6JuPIHBuC0729BM19y4DHQ=mo,Washapku ko ikang,5,0,2.25.37.76,2026-01-14 07:18:57,,,2.25.37.76
d4dd1aba-12a7-407c-88e1-f08efce53479,Jujujuhariyah Juhariyah,https://play-lh.googleusercontent.com/a/ACg8ocIpqo-06TXJJNMxiMNWE0F5daQUfecjtjGswC-CFvdKkKOlMw=mo,Bagus bisa buat komunikasi yg lengkap,5,0,2.25.36.73,2026-01-14 07:18:10,,,2.25.36.73
b37eed40-455a-4d25-a197-e643f0d40617,Victor Aja,https://play-lh.googleusercontent.com/a/ACg8ocKiRI3oUWvcIhQXfL-Qh0v266yzIrTddhJpyvG8kMXq4G_fXw=mo,pengen bertanya admin cara memulihkan nomor yg suda dispam permanen gimana ???,5,0,2.25.37.76,2026-01-14 07:17:41,,,2.25.37.76
11eae309-8db7-40c5-8d2f-b3f621388297,Papoy Gaspoll,https://play-lh.googleusercontent.com/a/ACg8ocKQq5CnL1sADVA5WSY9cODIGdmEuK29bh3HYdBcqzP7gL2l1w=mo,puas,5,0,2.25.21.82,2026-01-14 07:15:34,,,2.25.21.82
5f774306-0329-4a20-8d0b-6e056e96ff2b,Ume Humairah,https://play-lh.googleusercontent.com/a/ACg8ocJd1HfuCJHoKj83hwzn719JzB0TxBXijOAQfs5Jz302TBQ5vw=mo,knp TDK bisa terbuka aplikasi WA nya,3,0,2.25.37.76,2026-01-14 07:14:47,,,2.25.37.76
cbeafcb6-db96-4dc9-b290-6a849e197f3e,Jea prasiska,https://play-lh.googleusercontent.com/a-/ALV-UjWZ86e4v34XKCGG6fDJBGwEA-uh0RSN-2W7ZGPg6TogSRBO3_A,tolong dong kenapa propilnya suka hilang padahal sudah dipasang hilang lagi,1,0,2.25.37.76,2026-01-14 07:13:08,,,2.25.37.76
f1c991b9-6781-4ff2-8ff5-c74db1513d8e,Suhaiman Aliansyah,https://play-lh.googleusercontent.com/a-/ALV-UjWAPUolUfCzlCBFZDwA8GhsW0fQBrswek39CCHRatUInBtaNDFH,"apk apa ini dikit² spam,ini udah ke empat kali nya,tolong perbaiki sistem WhatsApp nya ini sangat merugikan bagi yg berbisnis di WhatsApp",1,0,2.25.37.76,2026-01-14 07:12:58,,,2.25.37.76
ea09146d-823b-433f-af99-df21d50a206b,Ilham ilham96,https://play-lh.googleusercontent.com/a/ACg8ocLw7-Po1toZ3xQ9BZHvJ_Xw_kOsl1FD568Suw8-wtddUdI5BQ=mo,GK bisa muncul efek nya,5,0,2.25.37.76,2026-01-14 07:10:33,,,2.25.37.76
0e4b0b12-bc63-487d-8809-01df5923d949,Radith Kenzie,https://play-lh.googleusercontent.com/a-/ALV-UjVGDOu3WbXD8QbXQxtUm6s2sKyLySrK0mhUq3dcOtkl7knhAW5o,mantap,5,0,2.25.37.76,2026-01-14 07:09:31,,,2.25.37.76
04c067b0-9258-4a79-8ad5-ff09486e205e,Kekey Arkana,https://play-lh.googleusercontent.com/a/ACg8ocJ6-Xch9u2YUJklt4em1CMVVWi-k3Nsc4K48cOqyK8lzlRneg=mo,"ga jelas banget....tiap hari kena blokir spam, padahal gw ga ngapain"" WA nya, dasar aneh, mending Pindah aja lah ke telegram",1,0,,2026-01-14 07:07:18,,,
9b4047f3-7d28-4a91-959c-2b4c69578b6f,Ferli Hr,https://play-lh.googleusercontent.com/a/ACg8ocKS0qlLKSUt493577s-cyyHroroHXtbx6JutDgKEct60btTQQ=mo,Baik,5,0,2.25.28.79,2026-01-14 07:06:56,,,2.25.28.79
a6ce6507-0a22-4c52-9cd8-b42d150a6754,Ni putu manik Aprilya,https://play-lh.googleusercontent.com/a/ACg8ocKDdl14LNuTGARhnKEo3x0utLj4bXLaUJ4BEMfnBTpu1TDWQw=mo,kok di aku KLO vc ga bisa isi ft yaa??,1,0,2.25.37.76,2026-01-14 07:06:52,,,2.25.37.76
4861abff-4bc9-4fcb-ab06-819a0858e3f3,Demong mong,https://play-lh.googleusercontent.com/a/ACg8ocJEIuQrTvz3jdUr7tNuw-TaJfF6jn3fMcPcRa4_nLptbFpjuw=mo,Kenapa watsap sya stiap hari ga bisa ktnya akun ini ga bsa di pkai lgi,5,0,2.25.37.76,2026-01-14 07:05:58,,,2.25.37.76
8276f102-d1e8-4175-a488-3eca83cf1a38,Fabiano Nurak,https://play-lh.googleusercontent.com/a/ACg8ocKB1SbLlzTUwCB9_djGeRt_i2kfAbiwqgDsS04MFsMlSZKW5Q=mo,bagus,5,0,,2026-01-14 07:05:49,,,
a2179d32-d0a2-4e6e-87bf-592395aa3a5f,Ahmddd,https://play-lh.googleusercontent.com/a-/ALV-UjU13cwF6jRsjrTJsEZevYpdl4BGAEzhxCsRt9KHw-wsxXgfZkMFWg,"WA ERRORRR : 1. Fitur Semat chat tidak permanen, tiba"" bisa lepas sendiri kapan saja 2. Kustomisasi untuk walpaper dan tema chat di chat privat, tiba-tiba kembali default dengan sendirinya 3. Notifikasi suara untuk pesan maupun panggilan terkadang tidak muncul 4. Resolusi untuk status terutama yg berisi video tidak bisa jernih (masalah lama yang belum juga diperbaiki) mohon dengan sangat pengertiannya, dan berharap bisa segera diperbaiki, demi kenyamanan user semua",2,0,2.25.37.76,2026-01-14 07:05:22,,,2.25.37.76
210f7723-3819-43ca-b2b7-b4a28df5027e,Lyy Lylyy,https://play-lh.googleusercontent.com/a/ACg8ocKaHoiOKk-Q1R2vBXxT0fA_D6HAKxrEWnoLmB7Gaa1XW7tr-g=mo,bagus,5,0,2.25.37.76,2026-01-14 07:05:04,,,2.25.37.76
0f6a8235-e406-4bd7-bfce-7f880dbe297a,Elisabeth Jaftoran,https://play-lh.googleusercontent.com/a/ACg8ocIQWXNL4U_uwzkEkD7RF3R6fjr1W-Ruj58FxVBpz4mXUV9nPQ=mo,Di hack orang,1,0,2.25.37.76,2026-01-14 07:04:53,,,2.25.37.76
c3eb5136-e2b6-4c07-8853-cdc5294a2474,tyaz alghaly,https://play-lh.googleusercontent.com/a-/ALV-UjWDP4P8n6J_q5S-vMMwR9MEM8EJODERT5vuwH-Gu0i81TT9EtaB,"sekarang terlalu rentan kena blokir,dan kinerja semakin melemah,hnya tingkat keamanan yg diutamakan, sedangkan kita bth kenyamanan",1,0,2.23.3.77,2026-01-14 07:03:24,,,2.23.3.77
aa893a5e-4472-4256-81dc-01b2f7d7df2b,Noerhayatin,https://play-lh.googleusercontent.com/a-/ALV-UjVGXwSgZD5XyCygb6m-pY2J8h2bXxxEO4gSdsRtqAvHIxR2t3qj,Bagus,5,0,2.25.5.74,2026-01-14 07:03:18,,,2.25.5.74
dc3fcbce-0c75-426c-b61c-7bd03e45df6c,Shoĺihin Jiffy,https://play-lh.googleusercontent.com/a-/ALV-UjXRXityZYWSThEaC5RQ8hkxrqRzllAeW9twZhaHBEr70ILj5c9K,Sangat membantu,5,0,2.25.37.76,2026-01-14 07:01:24,,,2.25.37.76
4f8e11c2-f6e3-4851-8e5f-cd7a193d6391,Chanaanakbaik,https://play-lh.googleusercontent.com/a-/ALV-UjVFK3cvlOow8cgashvDSxHdO5rotI5SGQw_0-I9Jg16FazVOOY_,menarik,4,0,2.25.30.73,2026-01-14 06:57:42,,,2.25.30.73
d7a42c10-a990-4660-bbdc-d45e166c7f9a,Saiful Anwar,https://play-lh.googleusercontent.com/a/ACg8ocL5wd89RH-MVcVennE8gRuPsG3v39qXOea4SzkQPi9AjydypA=mo,tolong dong perbaiki jam di chatnya soalnya eror,4,0,2.25.37.76,2026-01-14 06:56:58,,,2.25.37.76
9f5bf880-1367-40a6-ba8a-c1e468ee1167,Dwi Iteng,https://play-lh.googleusercontent.com/a-/ALV-UjXO67mSPok6dAPNW7xU79hZPCoJFXBQeSGH3uI96uKDeWjqxVXh,"tidak menyenangkan karena ke spam terus,tanpa alasan yg jelas",1,0,2.25.37.76,2026-01-14 06:56:51,,,2.25.37.76
97d9b6a0-78f2-4047-94d5-99d4df3d0b86,Zahro Wardiyeh,https://play-lh.googleusercontent.com/a/ACg8ocLAlCsmdogzdeWSVD6QJae9PrlBLWTZAuIQv0B_J7S8aGhXkQ=mo,sangat cocok dgn WhatsApp ini terimakasih banyak,5,0,2.25.37.76,2026-01-14 06:56:25,,,2.25.37.76
c714faec-3611-4024-ad86-53973bb14b65,weinei weineiruila,https://play-lh.googleusercontent.com/a/ACg8ocJaLnSqRfp146iatvajWSG9fGsVaANKzLeev1dQrZp-qcUajg=mo,mksi,5,0,,2026-01-14 06:55:15,,,
9a00bd6d-e695-459f-a5be-79110634aeaa,Samsoell Flamboyan,https://play-lh.googleusercontent.com/a-/ALV-UjV-R-QLTkT3x5dgrEJB_lBl_vFm0mCT3bAkGahSZ7_DzfUxmuG5,WhatsApp sekarang makin kentang aja Up story tidak seperti dulu Percuma punya hp makin canggih makin bagus kualitas kamera Sekarang diUp story kualitas HD pun tetap burik,1,0,2.25.37.76,2026-01-14 06:51:50,,,2.25.37.76
b63ff795-e5bd-4d51-92be-c20108a9abd2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"please balikin fitur WhatsApp di aplikasi laptop seperti dulu, ini ngelag dan menghambat pekerjaan banget",2,0,2.25.37.76,2026-01-14 06:51:31,,,2.25.37.76
b381e59d-09e6-4b92-ae27-d2d21be789db,Nayla syifa Jauhara,https://play-lh.googleusercontent.com/a/ACg8ocKlF4EU9xE4hE7PIr6A5gI0L893CY3TjG89--LPvo2jTrU8Hw=mo,suka terblokir sendiri padahal ga ngapa ngapain tolong perbaikin cape gonta ganti kartu,1,0,2.25.37.76,2026-01-14 06:51:03,,,2.25.37.76
5d991654-91b9-45de-bc8d-9059d6a0bad9,Bang Bosss,https://play-lh.googleusercontent.com/a/ACg8ocKHD4WrUHSkuWHOM-GPzyfn6_FRCP32FqoFetiEWfLWSSHiHQ=mo,aplikasi nya udah baik cuma sering kena akun saya tidak mau terus,3,0,,2026-01-14 06:50:46,,,
4ad9f859-f464-4c81-b10b-50a3102611a8,Atin Amk,https://play-lh.googleusercontent.com/a-/ALV-UjXuS1P8FYyZTzlI3UcQ7XQa3_j5YsXV5AsfGpDXyWDLpbDJWKGn,Voice not nya jadi gimana gitu... orang ngomong santai jadi kaya nge gass 😩😩,3,0,2.25.37.76,2026-01-14 06:50:31,,,2.25.37.76
1b7fe985-5d92-4405-87dc-7df378b9d1ca,Febri Yan,https://play-lh.googleusercontent.com/a/ACg8ocIlEz1UclDAf5NvZjlO98ax2SDMlfuMEoZHelMmfZHS1z19wA=mo,ini kenapa tiba tiba akun WhatsApp saya kena blokir karena spam padahal GK lakuin apa apa,2,0,2.25.37.76,2026-01-14 06:49:53,,,2.25.37.76
45b6ecb2-1e74-40f9-8156-c00d46dfab92,Kadek Suartini,https://play-lh.googleusercontent.com/a/ACg8ocKE2IIOK8cAFU3B5Sg5pyejiC2GTm-oWkdTQh9tfLH64upEnA=mo,biasanya sy cuma uplud foto atu tempat dimana sy pergi. tapi saya pingin juga dpt cuan,3,0,2.25.37.76,2026-01-14 06:49:08,,,2.25.37.76
edbab180-08a1-4968-9604-564b82deecb3,Muksal Myna,https://play-lh.googleusercontent.com/a-/ALV-UjUH2VBAC20uoRxEnoJPXlUfye1WvsqWPw6GX5Mo79uTI50TNTkr,"selalu nge bug, udah beli hp baru masih aja nge bug , aplikasi jadi lambat dan terus berhenti",3,0,2.25.37.76,2026-01-14 06:49:03,,,2.25.37.76
663c12e8-9a5e-439b-90fc-83c3eeec8649,Daulat Hasudungan,https://play-lh.googleusercontent.com/a-/ALV-UjX11oR8DSJEACOnhL03h00YyjHGrIhaZzl0C3hcoI6prWWQVcM,Terimakasih,5,0,,2026-01-14 06:49:00,,,
63dc9abc-b814-4b72-894f-5cee36aeb390,Andika Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjUJFrdYlftM1Y5c3GCFUP1Df7cXuBj5FZLqemJZp2_d9K9iC5k,apk ini sangat berat dan bisa mencapai 17BG,1,0,,2026-01-14 06:48:48,,,
89e32ee7-1f13-40ad-92e7-e36a71c493b0,H&M KDS,https://play-lh.googleusercontent.com/a-/ALV-UjVRueKpswaQm_aJYbATmgn_lYlplR0NmGeuoDu-Poma-ZMOUPc-MQ,apikan,2,0,2.25.37.76,2026-01-14 06:47:03,,,2.25.37.76
6073d85f-bf22-4ead-b813-11d2cc272177,Intan putri Arifia,https://play-lh.googleusercontent.com/a-/ALV-UjXNC-a-_WG9iecKoeOGwAQLnpk1oxP5NITu6dqC5FHpeMcvk0D6-g,"sering bgt ke blokir sementara karena spam, dan peninjauannya lama bgt",1,0,2.25.37.76,2026-01-14 06:46:22,,,2.25.37.76
eb016545-7e4a-436a-a24f-4ccbce898cce,Joo Seok-Hoon,https://play-lh.googleusercontent.com/a-/ALV-UjVNTcCw4F4KMi3Nvk_crKVUcGsn1Mt5Jjb9QZriLdTJya-zCXE,"saya sebenarnya benar-benar emosi sama WhatsApp sekarang, udah di bikin eror pas di buka memuat melulu dan pas udah di coba login ulang memang bisa namun pas saya sudah izinkan semua perizinan WhatsApp malah gak bisa di kirim, pas ngirim file/perekaman audio tidak bisa, kenapa ya WhatsApp sekarang jelek sekali? tolong segera di perbaiki, kalau begini caranya saya tidak bisa mengirimkan hal-hal penting untuk kepentingan kerja saya!",1,0,2.25.37.76,2026-01-14 06:44:35,,,2.25.37.76
bfbafc3f-198a-4130-acb9-e6b993b071f6,Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjVk-NMgmEvaJMxhdQQUaI7k7FKK_SniAMD9JVGz_vbCoDTAXSNt,bagus buat kumunikasi,5,0,2.25.37.76,2026-01-14 06:41:05,,,2.25.37.76
9cd7da5e-ae54-4ae0-a595-650dca72124f,Agung Rohma,https://play-lh.googleusercontent.com/a/ACg8ocKeYZhcdLGUhjDY8Xoj55-Wc6T5-nDTbCbDJvaP1oeepyocSw=mo,sering keluar sndri pas lg buka wa,1,0,2.25.37.76,2026-01-14 06:40:33,,,2.25.37.76
af8a985c-0c29-4e43-a636-a8eb885ecfde,Linda Wagola,https://play-lh.googleusercontent.com/a/ACg8ocI7NnkaUXP7srFrmlgNpFHQtEhNuk57r_aKBJwLtziVGPubaw=mo,mantap,5,0,,2026-01-14 06:38:23,,,
fd69e53d-34fc-4ad7-aec9-d8d3c00ef64e,Dika Saja,https://play-lh.googleusercontent.com/a/ACg8ocLk_1QHRspLXllmXCg6kuw-_IcNxs1WIkistCfDohV3MRBz7Q=mo,bgus,5,0,,2026-01-14 06:36:46,,,
5d32aae1-6657-4141-98f5-91fda34c8748,Fikri nazie28,https://play-lh.googleusercontent.com/a/ACg8ocLlBSHRdnnP3zz8vUGaStlDRAA9hIP70krcBU4dQj8Nw2Me-Q=mo,sekarang wa apaa apaa tiba tiba ke ban truss,2,0,,2026-01-14 06:35:48,,,
52086bf1-19fc-406f-8b4a-20a29a9b6907,Putri Cipta,https://play-lh.googleusercontent.com/a/ACg8ocJwH-7u8CNMyyEwf1X4lrpR5hsyvPpiACBLyb7PQH7YbAbIBmA=mo,jelek ada iklan nya,1,0,2.25.35.79,2026-01-14 06:35:20,,,2.25.35.79
aaa023da-f284-460c-a64c-a182ecfeb98d,Tok Dato,https://play-lh.googleusercontent.com/a/ACg8ocKfw8QWHK5HLubHgGxOqjgNoNyRUyqNOQkCLCZBdGzD62PO-A=mo,sangat membantu dalam komunikasi,5,0,2.25.28.79,2026-01-14 06:31:51,,,2.25.28.79
cd0da1ac-bea3-4c78-a3b0-e5f5edd85694,Nabila Maera,https://play-lh.googleusercontent.com/a/ACg8ocJ9u7kGjd2klcB3yYiZ5W9IfABPnTGRX99CHkEXGB6gSeOFMg=mo,gatau uda berapa taun pake whatsaap tapi baru kali ini pake wa muat ulang trus😭,4,0,,2026-01-14 06:30:29,,,
60b07e27-d4b8-44f2-8aff-bb4bf2628327,Soleha Abi,https://play-lh.googleusercontent.com/a-/ALV-UjVf3LimZuvHgW-6jkc_a5nMal_8qdPS5BTF3XGXCW2G4P1lGI-U,knp sring di unduh ya skrang,3,0,2.25.34.74,2026-01-14 06:30:28,,,2.25.34.74
